 MJD (day),     S_index,     Source
55468.6263,0.188,    Keck
55468.6268,0.19,    Keck
55490.4512,0.19,    Keck
55490.4518,0.185,    Keck
55490.4523,0.187,    Keck
55515.5617,0.187,    Keck
55515.5623,0.186,    Keck
55515.563,0.195,    Keck
55515.5636,0.195,    Keck
55515.5642,0.191,    Keck
55522.4238,0.173,    Keck
55522.4244,0.168,    Keck
55522.425,0.17,    Keck
55542.5017,0.211,    Keck
55542.5023,0.214,    Keck
55542.5029,0.207,    Keck
55548.5031,0.213,    Keck
55548.5037,0.211,    Keck
55548.5044,0.215,    Keck
55548.505,0.213,    Keck
55548.5057,0.21,    Keck
55578.428,0.204,    Keck
55578.4289,0.202,    Keck
55578.4298,0.197,    Keck
55578.4309,0.207,    Keck
55578.4319,0.204,    Keck
55614.2477,0.206,    Keck
55614.2485,0.194,    Keck
55614.2491,0.208,    Keck
55633.3009,0.202,    Keck
55633.3015,0.204,    Keck
55633.3021,0.201,    Keck
55637.2619,0.174,    Keck
55637.2625,0.176,    Keck
55637.2631,0.175,    Keck
55637.2637,0.177,    Keck
55637.2644,0.173,    Keck
55791.635,0.187,    Keck
55792.6388,0.193,    Keck
55794.6408,0.199,    Keck
55796.6345,0.184,    Keck
55797.6426,0.205,    Keck
55808.6361,0.182,    Keck
56018.2163,0.099,    Keck
56166.6507,0.185,    Keck
56166.6513,0.193,    Keck
56518.6387,0.148,    Keck
56523.6491,0.166,    Keck
56529.6154,0.168,    Keck
55852.3163,0.154,     PFS
55852.3175,0.159,     PFS
55852.3188,0.16,     PFS
55852.32,0.161,     PFS
56175.3973,0.151,     PFS
56285.177,0.153,     PFS
56285.1784,0.153,     PFS
56285.1798,0.153,     PFS
56285.1812,0.151,     PFS
56293.195,0.151,     PFS
56293.1963,0.149,     PFS
56293.1976,0.149,     PFS
56293.1988,0.15,     PFS
56348.0563,0.035,     PFS
56348.0576,0.035,     PFS
56348.0589,0.035,     PFS
56508.4332,0.15,     PFS
56508.4347,0.146,     PFS
56508.4361,0.15,     PFS
56508.4375,0.146,     PFS
56550.3621,0.156,     PFS
56550.3634,0.156,     PFS
56550.3645,0.151,     PFS
56550.3657,0.155,     PFS
56611.255,0.146,     PFS
56611.2562,0.147,     PFS
56611.2574,0.148,     PFS
56703.0643,0.139,     PFS
56703.0655,0.141,     PFS
56703.0668,0.141,     PFS
56703.0681,0.139,     PFS
56735.0091,0.144,     PFS
56735.0105,0.151,     PFS
56879.4068,0.145,     PFS
56879.408,0.147,     PFS
56879.4093,0.146,     PFS
56879.4106,0.145,     PFS
57028.1109,0.156,     PFS
57028.1124,0.156,     PFS
57028.114,0.153,     PFS
57064.0613,0.156,     PFS
57064.0626,0.153,     PFS
57064.0639,0.154,     PFS
57064.0652,0.155,     PFS
57069.0401,0.154,     PFS
57069.0414,0.15,     PFS
57069.0427,0.153,     PFS
57069.044,0.152,     PFS
57264.3689,0.16,     PFS
57264.3703,0.158,     PFS
57264.3716,0.159,     PFS
57320.2823,0.161,     PFS
57320.2837,0.162,     PFS
57320.2849,0.163,     PFS
57320.2862,0.163,     PFS
57326.2847,0.177,     PFS
57326.2863,0.177,     PFS
57326.2878,0.174,     PFS
57394.1552,0.161,     PFS
57394.1566,0.16,     PFS
57394.1581,0.161,     PFS
57452.0359,0.159,     PFS
57452.0375,0.16,     PFS
57452.0389,0.16,     PFS
57766.0723,0.171,     PFS
57766.0736,0.17,     PFS
57766.0749,0.172,     PFS
57766.0762,0.172,     PFS
