BJD - 2454833,Corrected Flux,error
2485.854113053, 1.000036444,
2485.874545151, 1.000028524,
2485.894977150, 1.000027435,
2485.915409047, 0.999987613,
2485.935841145, 0.999921177,
2485.956273142, 0.999979954,
2485.976705038, 1.000002884,
2485.997137135, 1.000050418,
2486.017569130, 1.000031691,
2486.038001025, 1.000019556,
2486.058433120, 1.000045165,
2486.078865115, 1.000009142,
2486.099297009, 1.000049224,
2486.119729103, 1.000101667,
2486.140161096, 0.999984807,
2486.160592989, 0.999998815,
2486.181025081, 1.000052767,
2486.201456973, 1.000028059,
2486.221888965, 1.000077104,
2486.242321056, 0.999989252,
2486.262753047, 0.999997571,
2486.283184937, 1.000013941,
2486.303617027, 1.000041317,
2486.324049016, 0.999956882,
2486.344481005, 1.000043026,
2486.364912994, 1.000096038,
2486.385344982, 1.000004176,
2486.405777070, 1.000036224,
2486.426208957, 1.000038664,
2486.446640944, 1.000064679,
2486.467073031, 1.000076385,
2486.487504917, 0.999992501,
2486.507936903, 1.000000705,
2486.528368988, 1.000057338,
2486.548800873, 1.000099403,
2486.569232857, 1.000006885,
2486.589664942, 1.000003591,
2486.610096825, 1.000005331,
2486.630528808, 1.000065870,
2486.650960891, 0.999962398,
2486.671392773, 0.999943550,
2486.691824755, 1.000028988,
2486.712256837, 1.000003057,
2486.732688818, 1.000538112,
2486.753120699, 1.000137464,
2486.773552779, 1.000024914,
2486.793984759, 1.000009940,
2486.834848718, 1.000095715,
2486.855280696, 1.000014112,
2486.875712675, 0.999979529,
2486.896144653, 0.999988231,
2486.916576530, 1.000000099,
2486.937008607, 0.999961608,
2486.957440584, 1.000035975,
2486.977872460, 1.000052505,
2486.998304536, 1.000030822,
2487.018736511, 1.000043092,
2487.039168386, 0.999943607,
2487.059600461, 1.000046994,
2487.080032435, 0.999953868,
2487.100464408, 0.999977299,
2487.120896382, 0.999974016,
2487.141328355, 0.999976685,
2487.161760327, 0.999964558,
2487.182192299, 1.000021428,
2487.202624271, 0.999990560,
2487.223056243, 0.999970409,
2487.243488313, 1.000024440,
2487.263920184, 0.999988794,
2487.284352154, 1.000050645,
2487.304784223, 1.000045138,
2487.325216093, 0.999985884,
2487.345648161, 0.999953006,
2487.366080130, 0.999961277,
2487.386511998, 1.000027758,
2487.406944065, 0.999957557,
2487.427376033, 0.999984506,
2487.447807900, 0.999953697,
2487.468239966, 0.999943194,
2487.488671932, 1.000022295,
2487.509103798, 1.000016294,
2487.529535863, 1.000030819,
2487.549967827, 0.999992714,
2487.570399792, 0.999980614,
2487.590831756, 1.000009211,
2487.611263719, 0.999998023,
2487.631695583, 0.999985275,
2487.652127645, 0.999977566,
2487.672559608, 0.999963442,
2487.692991469, 0.999954019,
2487.713423531, 0.999989612,
2487.733855492, 1.000029427,
2487.754287353, 1.000007373,
2487.774719413, 1.000000559,
2487.815583232, 0.999979685,
2487.836015292, 0.999977171,
2487.856447250, 1.000019801,
2487.876879308, 1.000019623,
2487.897311166, 1.000007729,
2487.917743124, 1.000059084,
2487.938175181, 0.999984528,
2487.958607037, 0.999989468,
2487.979038994, 0.999998751,
2487.999471050, 1.000030506,
2488.019902905, 1.000057666,
2488.040334860, 0.999968974,
2488.060766915, 0.999999310,
2488.081198869, 1.000015804,
2488.101630723, 0.999923524,
2488.122062776, 1.000012890,
2488.142494729, 0.999972792,
2488.162926582, 1.000004662,
2488.183358634, 0.999966454,
2488.203790586, 1.000001890,
2488.224222437, 0.999986846,
2488.244654489, 0.999987867,
2488.265086439, 0.999979803,
2488.285518289, 0.999975035,
2488.305950339, 1.000002091,
2488.326382289, 0.999995163,
2488.346814138, 0.999951490,
2488.367246186, 1.000023619,
2488.387678135, 0.999942890,
2488.408110082, 0.999926387,
2488.428542030, 0.999899831,
2488.448973977, 0.999936794,
2488.469405924, 0.999955198,
2488.489837870, 0.999864989,
2488.510269816, 1.000040486,
2488.551133706, 0.999876973,
2488.571565651, 0.999890580,
2488.591997695, 0.999894323,
2488.612429539, 0.999878875,
2488.632861482, 0.999842199,
2488.653293525, 0.999934574,
2488.673725368, 0.999997307,
